User_ID,Month,Monthly_Income,Housing,Food,Transport,Entertainment,Savings,Loans,Subscriptions,Remaining_Balance
7,Aug,15450.25,5095.91,2259.08,1371.41,761.67,4354.05,1488.08,95,25.05
7,Sep,15427.71,5127.02,2239.18,1365.62,861.94,4406.48,1483.52,95,-151.04
7,Oct,15431.59,5169.26,2253.1,1379.14,807.53,4458.92,1478.96,95,-210.32
7,Nov,15394.61,5085.22,2434.62,1352.78,863.61,4511.35,1474.4,95,-422.37
7,Dec,15444.22,5118.62,2256.8,1378.08,809.9,4563.79,1469.84,95,-247.81
8,Jan,29603.72,6312.14,3388.55,2615.58,1687.45,1542,3869,242,9947
8,Feb,29648.68,6319.25,3401.99,2509.23,1884.61,1538.1,3857.39,242,9896.1
8,Mar,29966.11,6289.83,3454.78,2499.7,1825.63,1534.2,3845.79,242,10274.2
8,Apr,29997.3,6284.6,3481.19,2588.01,1872.52,1530.31,3834.18,242,10164.5
8,May,29520.92,6388.01,3330.18,2623.06,1803.93,1526.41,3822.57,242,9784.76
8,Jun,29838.5,6309.96,3222.52,2542.24,1733.7,1522.51,3810.97,242,10454.59
8,Jul,30009.25,6392.39,3284.65,2526.24,1749.26,1518.61,3799.36,242,10496.74
8,Aug,29856,6360.31,3367.63,2550.48,1767.47,1514.72,3787.75,242,10265.65
8,Sep,29906.74,6277.2,3296.56,2660.28,1866.7,1510.82,3776.14,242,10277.04
8,Oct,30002.09,6377.32,3168.84,2518.21,1929.57,1506.92,3764.54,242,10494.7
8,Nov,29614.62,6370.76,3458.29,2572.91,1943.89,1503.02,3752.93,242,9770.81
8,Dec,30063.99,6292.41,3364.43,2498.81,1976.68,1499.12,3741.32,242,10449.21
9,Jan,14795.24,3473.85,1821.19,808.74,1548.47,3772,2922,280,168.99
9,Feb,14783.16,3486.62,1881.48,825.87,1509.08,3801.84,2913.23,280,85.02
9,Mar,14812.8,3458.79,1898.46,793.54,1784.92,3831.69,2904.47,280,-139.06
9,Apr,14944.04,3482.43,1847.32,829.19,1784.47,3861.53,2895.7,280,-36.61
9,May,15006.34,3464.05,1808.05,785.58,1706.12,3891.38,2886.94,280,184.23
9,Jun,14802.58,3436.93,1904.45,844.2,1717.66,3921.22,2878.17,280,-180.04
9,Jul,14998.44,3440.74,1810.23,813.42,1714.94,3951.07,2869.4,280,118.65
9,Aug,14957.52,3462.99,1891.26,806.51,1725.84,3980.91,2860.64,280,-50.64
9,Sep,14979.19,3479.89,1870.06,787.39,1661.16,4010.75,2851.87,280,38.06
9,Oct,14826.1,3441.76,1802.47,833.67,1620.55,4040.6,2843.11,280,-36.05
9,Nov,14991.26,3496.1,2025.02,811.62,1825.62,4070.44,2834.34,280,-351.88
9,Dec,14922.73,3501.14,2001.49,839.61,1570.7,4100.29,2825.57,280,-196.07
10,Jan,20002.94,5907.43,2283.65,1326.55,791.55,2880,3901,110,2802.77
10,Feb,20046.59,5875.79,2304.65,1327.09,872.8,2917.5,3889.3,110,2749.47
10,Mar,20102.54,5966.24,2360.34,1353.51,893.06,2954.99,3877.59,110,2586.8
10,Apr,19892.12,5975.46,2248.33,1362.06,904.36,2992.49,3865.89,110,2433.52
10,May,19791.88,5946.41,2311.2,1383.26,784.31,3029.99,3854.19,110,2372.53
10,Jun,20045.26,5913.07,2212.49,1289.21,773.09,3067.49,3842.49,110,2837.42
10,Jul,19899.21,5883.64,2310.84,1349,826.32,3104.98,3830.78,110,2483.64
10,Aug,19992.37,5962.03,2148.84,1309.96,870.16,3142.48,3819.08,110,2629.82
10,Sep,20125.81,5957.63,2214.79,1310.02,857.87,3179.98,3807.38,110,2688.15
10,Oct,20057.42,5883.8,2254.86,1362.5,786.8,3217.47,3795.67,110,2646.32
10,Nov,19846.74,5893.92,2310.57,1322.12,864.03,3254.97,3783.97,110,2307.15
10,Dec,19874.59,5931.21,2267.38,1341.11,913.37,3292.47,3772.27,110,2246.79
11,Jan,9481.06,3216.92,1521.09,312.29,510.71,1505,2280,327,-191.95
11,Feb,9495.51,3222.96,1483.75,302.77,469.73,1499.34,2273.16,327,-83.19
11,Mar,9419.39,3204.75,1583.65,316.36,503.6,1493.68,2266.32,327,-275.97
11,Apr,9414.64,3214.09,1524.22,319.28,494.48,1488.03,2259.48,327,-211.94
11,May,9387.1,3261.99,1491.63,322.62,532,1482.37,2252.64,327,-283.15
11,Jun,9439.92,3261.98,1505.88,309.83,510.67,1476.71,2245.8,327,-197.96
11,Jul,9564.73,3207.6,1577.45,311.86,483.62,1471.05,2238.96,327,-52.81
11,Aug,9542.9,3247.49,1512.8,304.73,464.04,1465.39,2232.12,327,-10.67
11,Sep,9482.14,3205.83,1545.15,323.37,488.04,1459.74,2225.28,327,-92.27
11,Oct,9554.26,3246.14,1541.09,311.36,511.79,1454.08,2218.44,327,-55.64
11,Nov,9379.28,3239.53,1587.94,312.38,521.34,1448.42,2211.6,327,-268.93
11,Dec,9524.34,3216.84,1609.38,312.34,523.73,1442.76,2204.76,327,-112.47
12,Jan,7256.78,2534.56,631.09,466.39,485.02,1187,753,280,919.72
12,Feb,7219.37,2516.51,661.56,465.94,495.49,1199.29,750.74,280,849.82
12,Mar,7209.36,2546.54,673.02,484.43,512.05,1211.59,748.48,280,753.25
12,Apr,7185.7,2515.08,672.1,454.29,549.6,1223.88,746.22,280,744.52
12,May,7145.1,2546.88,670.94,488.79,464.35,1236.17,743.96,280,714.01
12,Jun,7193.81,2542.12,636.48,460.83,508.43,1248.47,741.71,280,775.78
12,Jul,7193.61,2551.24,637.79,463.13,482.98,1260.76,739.45,280,778.26
12,Aug,7158.46,2557.7,653.16,470.86,542.38,1273.05,737.19,280,644.13
12,Sep,7117.34,2545.03,639.35,459.9,535.39,1285.34,734.93,280,637.4
12,Oct,7154.8,2528.8,652.84,451.57,540.53,1297.64,732.67,280,670.76
12,Nov,7208.58,2551.5,672.09,482.77,536.62,1309.93,730.41,280,645.26
12,Dec,7217.97,2544.32,674.58,483.08,545.68,1322.22,728.15,280,639.94
13,Jan,19641.88,7909.09,2943.09,1692.96,1739.46,2599,3946,38,-1225.72
13,Feb,19759.68,7861.25,2844.26,1730.75,1868.9,2645.98,3934.16,38,-1163.63
13,Mar,19723.11,7823.01,2946.61,1694.02,1797.54,2692.97,3922.32,38,-1191.36
13,Apr,19912.69,7883.8,2982.15,1728.83,1913.29,2739.95,3910.49,38,-1283.82
13,May,19676.17,7919.2,3002.9,1732.37,1696.36,2786.94,3898.65,38,-1398.25
13,Jun,19809.98,7941.7,2824.42,1803.13,1931.19,2833.92,3886.81,38,-1449.19
13,Jul,19896.94,7855.9,2958.31,1689.5,1847.5,2880.91,3874.97,38,-1248.16
13,Aug,19851.67,7865.91,2848.81,1759.71,1873.85,2927.89,3863.13,38,-1325.63
13,Sep,19677.11,7949.56,3022.53,1680.73,1701.7,2974.88,3851.3,38,-1541.59
13,Oct,20001,7848.82,2841.69,1804.67,1731.9,3021.86,3839.46,38,-1125.41
13,Nov,19694.71,7901.14,3140.2,1747.44,1992.62,3068.85,3827.62,38,-2021.15
13,Dec,19659.22,7810.38,3050.17,1742.34,1965.73,3115.83,3815.78,38,-1879.01
14,Jan,14947.55,5065.71,1581.03,1403.33,1420.75,1151,3506,58,761.73
14,Feb,14944.09,5116.95,1663.04,1458.18,1329.96,1171.24,3495.48,58,651.24
14,Mar,14792,5076.14,1698.29,1495.45,1410.02,1191.49,3484.96,58,377.65
14,Apr,14887.86,5100.05,1681.69,1416.84,1459.11,1211.73,3474.45,58,485.99
14,May,14843.24,5085.06,1579.1,1404.57,1333.62,1231.97,3463.93,58,686.99
14,Jun,14772.4,5094.34,1589.27,1393.48,1346.38,1252.21,3453.41,58,585.31
14,Jul,14688.53,5053.75,1690.01,1466.7,1393.86,1272.46,3442.89,58,310.87
14,Aug,14727.01,5054.37,1688.29,1469.93,1347.48,1292.7,3432.37,58,383.87
14,Sep,14671.7,5103.79,1656.62,1395.35,1434.97,1312.94,3421.86,58,288.17
14,Oct,14682.84,5070.48,1595.37,1407.68,1428.98,1333.18,3411.34,58,377.81
14,Nov,14820.7,5041.05,1733.57,1466.04,1350.84,1353.43,3400.82,58,416.96
14,Dec,14955.7,5132.34,1665.05,1475.8,1511.82,1373.67,3390.3,58,348.72
15,Jan,4859.79,1182.73,608.58,373.45,551.59,707,194,405,837.45
15,Feb,4896.92,1202.96,626.4,368.23,555.74,703.75,193.42,405,841.42
15,Mar,4876.87,1183.44,656.29,366.3,548.85,700.5,192.84,405,823.66
15,Apr,4812.49,1204.15,659.39,369.25,543.26,697.25,192.25,405,741.93
15,May,4839.43,1186.24,639.32,384.8,499.5,694.01,191.67,405,838.89
15,Jun,4809.97,1184.67,620.97,391.05,525.32,690.76,191.09,405,801.12
15,Jul,4889.69,1190.03,626.39,383.34,541.69,687.51,190.51,405,865.23
15,Aug,4875.82,1190.9,614.95,372.51,494.56,684.26,189.93,405,923.72
15,Sep,4817.19,1184.8,640.61,380.4,516.11,681.01,189.34,405,819.92
15,Oct,4838.97,1197.44,593.25,380.8,509.21,677.76,188.76,405,886.75
15,Nov,4833.42,1194.66,629.08,366.06,556.64,674.51,188.18,405,819.29
15,Dec,4859.6,1197.15,673.11,364.95,522.52,671.27,187.6,405,838
16,Jan,14988.91,4490.07,1632.65,683.31,1743.93,3381,730,368,1959.95
16,Feb,14958.49,4510.28,1578.97,667.67,1557.86,3385.59,727.81,368,2162.32
16,Mar,14960.67,4505.82,1655.61,662.95,1719.03,3390.18,725.62,368,1933.47
16,Apr,14981.72,4485.71,1707.9,696.08,1626.94,3394.77,723.43,368,1978.89
16,May,15000.16,4440.7,1613.78,667.39,1536.32,3399.36,721.24,368,2253.38
16,Jun,14812.52,4431.02,1666.83,645.48,1524.24,3403.95,719.05,368,2053.94
16,Jul,15009.11,4491.62,1556.25,665.08,1634.49,3408.54,716.86,368,2168.27
16,Aug,14910.12,4469.99,1669.33,661.43,1732.66,3413.13,714.67,368,1880.91
16,Sep,14914.95,4455.95,1641.61,682.63,1574.1,3417.72,712.48,368,2062.46
16,Oct,14831.43,4423.65,1684.1,675.41,1641.15,3422.31,710.29,368,1906.52
16,Nov,14895.94,4466.94,1693.96,647.13,1636.41,3426.9,708.1,368,1948.5
16,Dec,15067.65,4475.52,1722.56,680.26,1781.03,3431.49,705.91,368,1902.88
17,Jan,8595.56,2729.49,751,500.85,177.71,1078,359,256,2743.51
17,Feb,8609.48,2779.86,723.72,486.76,186.42,1090.14,357.92,256,2728.64
17,Mar,8627.12,2775.01,775.3,464.37,190.58,1102.28,356.85,256,2706.72
17,Apr,8645.04,2774.94,728.58,480.66,183.94,1114.42,355.77,256,2750.73
17,May,8564.15,2771.4,703.79,475.56,182.8,1126.56,354.69,256,2693.34
17,Jun,8564.58,2740.66,742.15,465.02,185.74,1138.7,353.62,256,2682.7
17,Jul,8595.28,2733.4,742.14,469.01,167.78,1150.84,352.54,256,2723.56
17,Aug,8494.93,2761.69,707.05,485.29,166.59,1162.98,351.46,256,2603.86
17,Sep,8501.45,2759.94,727.79,481.19,165.56,1175.12,350.38,256,2585.47
17,Oct,8573.28,2774.2,734.72,484.82,182.1,1187.26,349.31,256,2604.87
17,Nov,8489.75,2783.84,752.81,480.77,177.35,1199.4,348.23,256,2491.35
17,Dec,8539.12,2779.36,738.45,476.43,196.51,1211.54,347.15,256,2533.67
18,Jan,20154.93,5864.11,3385.21,829.63,2368.32,5108,4070,47,-1517.33
18,Feb,20277.97,5838.67,3409.91,844.61,2568.85,5090.33,4057.79,47,-1579.2
18,Mar,19991.17,5888.78,3528.37,820.64,2396.19,5072.66,4045.58,47,-1808.05
18,Apr,20284.31,5869.48,3548.25,805.59,2305.08,5054.99,4033.37,47,-1379.45
18,May,20138.66,5857.22,3485.28,838.71,2446.47,5037.32,4021.16,47,-1594.49
18,Jun,19999.17,5824.26,3274.07,849.05,2441.1,5019.64,4008.95,47,-1464.91
18,Jul,20027.51,5849.44,3332.04,846.92,2422.47,5001.97,3996.74,47,-1469.08
18,Aug,19969.73,5825.25,3365.77,848.13,2281.78,4984.3,3984.53,47,-1367.03
18,Sep,20308.6,5842.5,3411.39,798.16,2548.72,4966.63,3972.32,47,-1278.13
18,Oct,19985.04,5913.18,3460.96,797.36,2224.86,4948.96,3960.11,47,-1367.38
18,Nov,20039.29,5829.31,3496.26,853.04,2505.76,4931.29,3947.9,47,-1571.27
18,Dec,20003.94,5911.7,3496.58,807.99,2407.97,4913.62,3935.69,47,-1516.62
19,Jan,5403.89,2000.95,618.4,427.22,662.3,301,367,33,994.04
19,Feb,5365.94,1994.55,637.6,440.29,609.69,300.72,365.9,33,984.18
19,Mar,5365.12,2004.67,650.47,422.88,599.91,300.43,364.8,33,988.97
19,Apr,5365.53,2001.41,656.63,429.36,645.45,300.15,363.7,33,935.83
19,May,5414.53,1994.25,623.97,439.99,590.32,299.87,362.6,33,1070.54
19,Jun,5412.86,2000.17,609.93,420.13,571.98,299.59,361.5,33,1116.55
19,Jul,5378.87,1985.47,607.16,430.84,625.15,299.3,360.39,33,1037.56
19,Aug,5447.98,2020.66,593.59,450.26,631.81,299.02,359.29,33,1060.35
19,Sep,5360.23,2011.39,601.06,417.35,615.79,298.74,358.19,33,1024.71
19,Oct,5392.84,2016.61,613.79,431.39,656.49,298.45,357.09,33,986.02
19,Nov,5351.19,1990.59,644.4,438.79,642.62,298.17,355.99,33,947.64
19,Dec,5426.55,1998.76,657.74,446.37,653.42,297.89,354.89,33,984.48
20,Jan,12356.56,4616.72,2153.07,970.63,912.48,890,896,458,1459.66
20,Feb,12540.57,4549.27,2020.74,990.24,889.09,905.13,893.31,458,1834.78
20,Mar,12520.27,4545.69,2215.13,948.59,874.89,920.26,890.62,458,1667.08
20,Apr,12411.43,4571.92,2223.42,968.38,890.08,935.4,887.94,458,1476.3
20,May,12372.64,4602.55,2035.92,985.91,883.82,950.53,885.25,458,1570.67
20,Jun,12498.98,4597.46,2049.65,950.44,874.16,965.66,882.56,458,1721.05
20,Jul,12411.52,4616.92,2013.68,970.59,878.24,980.79,879.87,458,1613.42
20,Aug,12506.52,4630.81,2096.78,989.58,821.96,995.93,877.18,458,1636.29
20,Sep,12591.57,4569.23,2098.03,949.32,855.92,1011.06,874.5,458,1775.51
20,Oct,12500.04,4601.53,2067.83,981.27,958.59,1026.19,871.81,458,1534.82
20,Nov,12381.45,4604.14,2096.77,974.46,962.01,1041.32,869.12,458,1375.62
20,Dec,12485.86,4548.92,2254.75,924.5,914.41,1056.46,866.43,458,1462.39
21,Jan,11757.01,3149.49,1417.42,683.82,917.43,2270,631,214,2473.84
21,Feb,11718.8,3109.59,1427.34,667.96,1034.58,2299.59,629.11,214,2336.63
21,Mar,11742.76,3110.41,1496.01,638.31,953.44,2329.18,627.21,214,2374.21
21,Apr,11772.77,3110.36,1413.71,643.69,980.49,2358.77,625.32,214,2426.43
21,May,11762.22,3147.32,1410.83,649.35,980.58,2388.35,623.43,214,2348.35
21,Jun,11770.73,3137.3,1384.28,682.75,1024.82,2417.94,621.53,214,2288.11
21,Jul,11618.42,3113.95,1391.64,674.4,905.2,2447.53,619.64,214,2252.05
21,Aug,11629.38,3102.26,1433.7,641.66,970.25,2477.12,617.75,214,2172.65
21,Sep,11668.86,3134.45,1477.73,671.7,952.19,2506.71,615.86,214,2096.22
21,Oct,11587.35,3105.72,1467.74,648.05,1032.75,2536.3,613.96,214,1968.83
21,Nov,11721.84,3137.07,1522.38,646.81,1057.23,2565.88,612.07,214,1966.39
21,Dec,11592.07,3141.99,1448.61,651.46,1018.72,2595.47,610.18,214,1911.64
22,Jan,14863.89,3161.62,1315.85,1030.72,561.19,2792,2130,395,3477.52
22,Feb,14805.85,3185.38,1402.64,1010.92,527.3,2771.98,2123.61,395,3389.02
22,Mar,14805.65,3147.22,1385.52,1017.8,538.07,2751.97,2117.22,395,3452.85
22,Apr,14886.18,3170.24,1446.32,1012.84,497.84,2731.95,2110.83,395,3521.16
22,May,14793.63,3164.11,1334.6,1021.24,494.9,2711.93,2104.44,395,3567.42
22,Jun,14809.59,3153.17,1348.29,1045.28,550.13,2691.91,2098.05,395,3527.76
22,Jul,14988.64,3144.96,1326.49,1040.94,511.01,2671.9,2091.66,395,3806.68
22,Aug,14916.49,3158.1,1304.86,980.21,517.12,2651.88,2085.27,395,3824.05
22,Sep,14841.62,3170.55,1363.43,1045.19,522.46,2631.86,2078.88,395,3634.25
22,Oct,14803.48,3143.57,1365.76,1002.85,490.62,2611.85,2072.49,395,3721.34
22,Nov,14876.94,3198.77,1367.16,1000.56,535.38,2591.83,2066.1,395,3722.14
22,Dec,14911.71,3153.43,1462.41,1028.1,544.56,2571.81,2059.71,395,3696.69
23,Jan,14782.07,4097.85,1319.13,588.89,579.4,2775,3053,415,1953.79
23,Feb,14698.88,4116.4,1278.04,626.05,570.32,2748.51,3043.84,415,1900.71
23,Mar,14779.3,4138.78,1385.33,605.78,606.72,2722.03,3034.68,415,1870.98
23,Apr,14551.41,4097.1,1415.18,592.2,639.04,2695.54,3025.52,415,1671.83
23,May,14586.18,4075.49,1286.86,606.24,590.01,2669.05,3016.36,415,1927.15
23,Jun,14740.21,4121.28,1378.23,589.51,561.61,2642.57,3007.2,415,2024.81
23,Jul,14559.26,4092.37,1339.94,599.92,586.8,2616.08,2998.05,415,1911.1
23,Aug,14582.62,4116.29,1382.81,595.28,605.08,2589.6,2988.89,415,1889.67
23,Sep,14608.86,4152.17,1283.63,593.29,632.48,2563.11,2979.73,415,1989.46
23,Oct,14720.66,4120.74,1358.87,578.95,615.58,2536.62,2970.57,415,2124.33
23,Nov,14580.46,4078.26,1340.78,593.43,592.81,2510.14,2961.41,415,2088.64
23,Dec,14693.01,4116.37,1445.75,580.57,626.18,2483.65,2952.25,415,2073.24
24,Jan,29871.54,6239.97,4433.98,2217.15,1966.44,7330,7193,0,491
24,Feb,30242.08,6268.54,4171.46,2146.94,1939.75,7355.03,7171.42,0,1188.94
24,Mar,29822.09,6305.44,4523.23,2155.23,1941.95,7380.06,7149.84,0,366.34
24,Apr,29998.34,6256.19,4548.79,2138.91,1830.6,7405.09,7128.26,0,690.5
24,May,29838.42,6269.85,4201.3,2101.08,1739.46,7430.12,7106.68,0,989.93
24,Jun,29762.37,6235.16,4324.41,2177.71,1782.58,7455.15,7085.1,0,702.26
24,Jul,30013.33,6206.96,4386.95,2253.6,1854.25,7480.19,7063.53,0,767.85
24,Aug,30225,6217.12,4168.58,2125.52,1796.54,7505.22,7041.95,0,1370.08
24,Sep,29942.08,6247.88,4460.4,2225.81,1755.05,7530.25,7020.37,0,702.32
24,Oct,29879.43,6243.59,4396.25,2177.19,1889.02,7555.28,6998.79,0,619.31
24,Nov,29988.45,6283.93,4695.53,2215.71,1910.76,7580.31,6977.21,0,325.01
24,Dec,30245.44,6254.19,4587.2,2092.9,1937.21,7605.34,6955.63,0,812.97
25,Jan,30039.17,6878.84,3955.47,1882.25,2473.28,6896,5531,31,2391.33
25,Feb,29748.79,6893.53,3978.02,1934.21,2335.58,7005.05,5514.41,31,2057
25,Mar,30164.43,6841.37,4041.12,1916.13,2337.78,7114.1,5497.81,31,2385.1
25,Apr,29818.9,6767.73,3982.38,1876.59,2474.25,7223.15,5481.22,31,1982.58
25,May,29861.13,6765.38,4014.56,1841.75,2330.31,7332.2,5464.63,31,2081.31
25,Jun,30213.2,6826.24,4110.74,1925.91,2481.37,7441.26,5448.03,31,1948.66
25,Jul,30013.17,6812.72,4135.62,1940.65,2304.3,7550.31,5431.44,31,1807.13
25,Aug,30183.19,6786.47,4026.26,1900.07,2313.76,7659.36,5414.85,31,2051.43
25,Sep,30233.02,6788.49,3888.38,1921.34,2336.39,7768.41,5398.26,31,2100.75
25,Oct,29947.69,6888.82,4120.86,1842.61,2373.48,7877.46,5381.66,31,1431.79
25,Nov,29786.12,6780.28,4091.22,1846.04,2333.42,7986.51,5365.07,31,1352.58
25,Dec,30041.56,6761.32,4242.7,1908.02,2596.93,8095.56,5348.48,31,1057.55
26,Jan,19789.91,4339.51,2405.26,868.33,2149.03,5732,1491,404,2400.78
26,Feb,19876.14,4313.26,2427.14,816.22,2203.45,5739.5,1486.53,404,2486.04
26,Mar,19827.89,4306.1,2479.93,820.62,2279.92,5747,1482.05,404,2308.26
26,Apr,20098.76,4322.38,2471.33,867.5,2019.53,5754.5,1477.58,404,2781.93
26,May,20067.91,4297.54,2312.8,826.04,2079.5,5762,1473.11,404,2912.93
